RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          479     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 8834 ****     0     0  con    1  2.1D-01  1.3D-05  4.226D-10  3.620D-10
 8835 ****     0     0  con    1  2.0D-01  1.6D-05  4.003D-10  3.620D-10
 8836 ****     0     0  con    1  2.1D-01  1.7D-05  3.701D-10  3.620D-10
 8837 ****     0     0  con    1  2.0D-01  1.6D-05  7.428D-10  3.620D-10
 8838 ****     0     0  con    3  1.1D-01  1.2D-05  5.180D-10  3.620D-10
 8839 ****     0     0  con    1  1.9D-01  1.2D-05  4.876D-10  3.620D-10
 8840 ****     0     0  con    1  2.4D-01  1.4D-05  3.716D-10  3.620D-10
 8841 ****     0     0  con    1  2.0D-01  1.1D-05  3.522D-10  3.620D-10
 8842 ****     0     0  con    1  1.6D-01  6.0D-06  6.918D-10  3.620D-10
 8843 ****     0     0  con    8  5.7D-02  2.5D-06  6.565D-10  3.620D-10
 8844 ****     0     0  con    1  2.4D-01  1.1D-05  4.137D-10  3.620D-10
 8845 ****     0     0  con    3  1.0D-01  6.5D-06  7.113D-10  3.620D-10
 8846 ****     0     0  con    1  2.5D-01  1.2D-05  4.935D-10  3.620D-10
 8847 ****     0     0  con    0  1.0D+00  4.0D-05  2.342D-10  3.620D-10
 8848 ****     0     0  con    0  1.0D+00  1.8D-05  4.375D-10  3.620D-10
 8849 ****     0     0  con    0  1.0D+00  9.3D-05  4.167D-09  3.620D-10
 8850 ****     0     0  con    0  1.0D+00  1.9D-05  1.651D-09  3.620D-10
 8851 ****     0     0  con    0  1.0D+00  4.1D-05  1.375D-09  3.619D-10
 8852 ****     0     0  con    0  1.0D+00  9.7D-05  2.863D-09  3.619D-10
 8853 ****     0     0  con    0  1.0D+00  2.1D-04  4.084D-09  3.619D-10
 8854 ****     0     0  con    0  1.0D+00  1.2D-04  2.513D-09  3.619D-10
 8855 ****     0     0  con    0  1.0D+00  2.4D-04  1.635D-09  3.618D-10
 8856 ****     0     0  con    0  1.0D+00  2.7D-04  4.253D-09  3.618D-10
 8857 ****     0     0  con    0  1.0D+00  2.7D-04  4.058D-09  3.618D-10
 8858 ****     0     0  con    1  2.2D-01  1.1D-04  3.930D-09  3.618D-10
 8859 ****     0     0  con    0  1.0D+00  1.6D-04  1.388D-09  3.618D-10
 8860 ****     0     0  con    0  1.0D+00  2.4D-05  1.195D-09  3.618D-10
 8861 ****     0     0  con    0  1.0D+00  5.9D-06  2.677D-09  3.618D-10
 8862 ****     0     0  con    0  1.0D+00  1.9D-05  2.684D-09  3.617D-10
 8863 ****     0     0  con    0  1.0D+00  7.2D-05  2.297D-09  3.617D-10
 8864 ****     0     0  con    1  3.2D-01  2.8D-05  6.377D-10  3.617D-10
 8865 ****     0     0  con    0  1.0D+00  4.6D-05  1.642D-09  3.617D-10
 8866 ****     0     0  con    0  1.0D+00  1.1D-04  3.978D-09  3.617D-10
 8867 ****     0     0  con    0  1.0D+00  2.2D-04  5.669D-09  3.616D-10
 8868 ****     0     0  con    0  1.0D+00  4.7D-04  5.564D-09  3.616D-10
 8869 ****     0     0  con    1  4.4D-01  1.6D-04  6.855D-09  3.616D-10
 8870 ****     0     0  con    0  1.0D+00  3.3D-04  1.725D-09  3.615D-10
 8871 ****     0     0  con    0  1.0D+00  8.5D-05  1.455D-09  3.615D-10
 8872 ****     0     0  con    0  1.0D+00  8.4D-05  1.425D-09  3.615D-10
 8873 ****     0     0  con    0  1.0D+00  1.6D-04  9.141D-10  3.615D-10
 8874 ****     0     0  con    0  1.0D+00  6.4D-05  5.831D-10  3.615D-10
 8875 ****     0     0  con    0  1.0D+00  1.1D-04  7.829D-10  3.615D-10
 8876 ****     0     0  con    1  2.7D-01  1.4D-04  1.634D-09  3.615D-10
 8877 ****     0     0  con    0  1.0D+00  2.4D-04  4.365D-10  3.614D-10
 8878 ****     0     0  con    0  1.0D+00  9.5D-05  6.423D-10  3.614D-10
 8879 ****     0     0  con    0  1.0D+00  1.1D-04  6.782D-10  3.614D-10
 8880 ****     0     0  con    0  1.0D+00  8.4D-05  6.251D-10  3.614D-10
 8881 ****     0     0  con    1  1.6D-01  3.6D-05  6.252D-10  3.614D-10
 8882 ****     0     0  con    0  1.0D+00  9.4D-05  8.943D-10  3.614D-10
 8883 ****     0     0  con    0  1.0D+00  1.6D-05  1.536D-09  3.614D-10
 8884 ****     0     0  con    0  1.0D+00  7.5D-06  5.688D-10  3.614D-10
 8885 ****     0     0  con    0  1.0D+00  1.3D-05  6.000D-10  3.614D-10
 8886 ****     0     0  con    0  1.0D+00  3.8D-05  8.594D-10  3.614D-10
 8887 ****     0     0  con    1  4.6D-01  1.5D-04  1.664D-09  3.614D-10
 8888 ****     0     0  con    0  1.0D+00  1.5D-04  1.343D-09  3.614D-10
 8889 ****     0     0  con    0  1.0D+00  2.9D-04  1.975D-09  3.614D-10
 8890 ****     0     0  con    0  1.0D+00  3.1D-04  2.184D-09  3.614D-10
 8891 ****     0     0  con    0  1.0D+00  5.8D-04  2.021D-09  3.613D-10
 8892 ****     0     0  con    0  1.0D+00  1.2D-03  2.684D-09  3.613D-10
 8893 ****     0     0  con    0  1.0D+00  1.8D-03  2.765D-09  3.612D-10
 8894 ****     0     0  con    0  1.0D+00  5.8D-04  4.128D-09  3.611D-10
 8895 ****     0     0  con    0  1.0D+00  3.6D-04  3.767D-09  3.609D-10
 8896 ****     0     0  con    0  1.0D+00  3.4D-04  1.288D-08  3.609D-10
 8897 ****     0     0  con    0  1.0D+00  2.2D-04  4.327D-09  3.609D-10
 8898 ****     0     0  con    0  1.0D+00  2.8D-05  1.682D-09  3.608D-10
 8899 ****     0     0  con    0  1.0D+00  2.0D-04  4.129D-09  3.608D-10
 8900 ****     0     0  con    0  1.0D+00  1.7D-04  3.198D-09  3.608D-10
 8901 ****     0     0  con    0  1.0D+00  3.1D-04  1.049D-09  3.608D-10
 8902 ****     0     0  con    0  1.0D+00  2.0D-04  2.301D-09  3.607D-10
 8903 ****     0     0  con    0  1.0D+00  1.9D-04  2.825D-09  3.607D-10
 8904 ****     0     0  con    0  1.0D+00  3.2D-04  4.291D-09  3.607D-10
 8905 ****     0     0  con    0  1.0D+00  7.3D-04  4.424D-09  3.607D-10
 8906 ****     0     0  con    0  1.0D+00  4.0D-04  4.877D-09  3.607D-10
 8907 ****     0     0  con    0  1.0D+00  3.2D-04  4.453D-09  3.606D-10
 8908 ****     0     0  con    0  1.0D+00  8.1D-05  1.269D-09  3.606D-10
 8909 ****     0     0  con    0  1.0D+00  4.2D-05  1.245D-09  3.606D-10
 8910 ****     0     0  con    0  1.0D+00  7.1D-05  1.734D-09  3.606D-10
 8911 ****     0     0  con    0  1.0D+00  1.2D-04  1.748D-09  3.606D-10
 8912 ****     0     0  con    0  1.0D+00  1.2D-04  3.803D-09  3.606D-10
 8913 ****     0     0  con    0  1.0D+00  1.6D-04  1.637D-09  3.606D-10
 8914 ****     0     0  con    0  1.0D+00  1.5D-04  7.393D-10  3.606D-10
 8915 ****     0     0  con    0  1.0D+00  2.1D-05  9.621D-10  3.606D-10
 8916 ****     0     0  con    0  1.0D+00  1.7D-04  3.118D-09  3.605D-10
 8917 ****     0     0  con    0  1.0D+00  6.5D-04  3.914D-09  3.605D-10
 8918 ****     0     0  con    0  1.0D+00  6.4D-04  6.832D-09  3.605D-10
 8919 ****     0     0  con    0  1.0D+00  2.7D-04  2.132D-09  3.605D-10
 8920 ****     0     0  con    0  1.0D+00  1.1D-04  7.270D-10  3.605D-10
 8921 ****     0     0  con    0  1.0D+00  6.7D-05  4.584D-10  3.605D-10
 8922 ****     0     0  con    0  1.0D+00  3.4D-05  5.954D-10  3.605D-10
 8923 ****     0     0  con    0  1.0D+00  4.9D-05  1.208D-09  3.605D-10
 8924 ****     0     0  con    0  1.0D+00  1.3D-04  1.534D-09  3.605D-10
 8925 ****     0     0  con    0  1.0D+00  3.8D-04  2.858D-09  3.605D-10
 8926 ****     0     0  con    0  1.0D+00  2.7D-04  2.477D-09  3.604D-10
 8927 ****     0     0  con    0  1.0D+00  7.7D-04  7.663D-10  3.604D-10
 8928 ****     0     0  con    0  1.0D+00  6.8D-05  7.224D-10  3.604D-10
 8929 ****     0     0  con    0  1.0D+00  3.0D-04  3.095D-09  3.604D-10
 8930 ****     0     0  con    0  1.0D+00  3.7D-04  3.326D-09  3.604D-10
 8931 ****     0     0  con    0  1.0D+00  1.0D-04  1.915D-09  3.604D-10
 8932 ****     0     0  con    0  1.0D+00  2.7D-04  2.215D-09  3.603D-10
 8933 ****     0     0  con    0  1.0D+00  2.7D-04  3.048D-09  3.603D-10
 8934 ****     0     0  con    0  1.0D+00  1.3D-03  2.166D-09  3.602D-10
 8935 ****     0     0  con    0  1.0D+00  9.2D-04  6.968D-09  3.602D-10
 8936 ****     0     0  con    0  1.0D+00  2.2D-05  1.286D-09  3.601D-10
 8937 ****     0     0  con    0  1.0D+00  3.5D-05  6.180D-10  3.601D-10
 8938 ****     0     0  con    0  1.0D+00  1.0D-05  6.889D-10  3.601D-10
 8939 ****     0     0  con    0  1.0D+00  1.5D-05  5.288D-10  3.601D-10
 8940 ****     0     0  con   14  1.8D-08  1.9D-12  5.288D-10  3.601D-10
 8941 ****     1     0  ---    3  8.5D+01  1.0D-07  3.586D-10  3.601D-10
 8942 ****     0     0  con    0  1.0D+00  4.3D-07  3.712D-10  3.601D-10
 8943 ****     0     0  con    0  1.0D+00  7.1D-07  4.654D-10  3.601D-10
 8944 ****     0     0  con    0  1.0D+00  1.9D-06  6.750D-10  3.601D-10
 8945 ****     0     0  con    0  1.0D+00  3.6D-06  1.093D-09  3.601D-10
 8946 ****     0     0  con    0  1.0D+00  1.2D-05  1.174D-09  3.601D-10
 8947 ****     0     0  con    0  1.0D+00  1.5D-05  1.697D-09  3.601D-10
 8948 ****     0     0  con    0  1.0D+00  5.1D-06  9.924D-10  3.601D-10
 8949 ****     0     0  con    0  1.0D+00  1.1D-05  7.519D-10  3.601D-10
 8950 ****     0     0  con    0  1.0D+00  9.2D-06  9.525D-10  3.601D-10
 8951 ****     0     0  con    0  1.0D+00  2.8D-05  9.441D-10  3.601D-10
 8952 ****     0     0  con    0  1.0D+00  2.1D-05  1.210D-09  3.601D-10
 8953 ****     0     0  con    0  1.0D+00  2.4D-06  5.110D-10  3.601D-10
 8954 ****     0     0  con    0  1.0D+00  3.4D-06  4.904D-10  3.601D-10
 8955 ****     0     0  con    0  1.0D+00  5.2D-06  4.275D-10  3.601D-10
 8956 ****     0     0  con    0  1.0D+00  7.5D-06  3.005D-10  3.601D-10
 8957 ****     0     0  con    0  1.0D+00  1.8D-05  5.984D-10  3.601D-10
 8958 ****     0     0  con    0  1.0D+00  4.1D-05  1.062D-09  3.601D-10
 8959 ****     0     0  con    0  1.0D+00  8.6D-05  5.907D-09  3.600D-10
 8960 ****     0     0  con    0  1.0D+00  4.8D-06  2.369D-09  3.600D-10
 8961 ****     0     0  con    0  1.0D+00  3.5D-05  9.805D-10  3.600D-10
 8962 ****     0     0  con    0  1.0D+00  5.0D-05  8.268D-10  3.600D-10
 8963 ****     0     0  con    0  1.0D+00  2.8D-05  1.453D-09  3.600D-10
 8964 ****     0     0  con    0  1.0D+00  1.4D-05  6.009D-10  3.600D-10
 8965 ****     0     0  con   14  2.7D-08  2.3D-13  6.009D-10  3.600D-10
 8966 ****     1     0  ---    3  8.5D+01  1.4D-07  2.994D-10  3.600D-10
 8967 ****     0     0  con    0  1.0D+00  3.8D-07  3.326D-10  3.600D-10
 8968 ****     0     0  con    0  1.0D+00  4.4D-07  4.743D-10  3.600D-10
 8969 ****     0     0  con    0  1.0D+00  1.7D-06  6.192D-10  3.600D-10
 8970 ****     0     0  con    0  1.0D+00  2.6D-06  6.024D-10  3.600D-10
 8971 ****     0     0  con    0  1.0D+00  8.4D-06  1.317D-09  3.600D-10
 8972 ****     0     0  con    0  1.0D+00  1.4D-05  7.856D-10  3.600D-10
 8973 ****     0     0  con    0  1.0D+00  7.9D-06  6.778D-10  3.600D-10
 8974 ****     0     0  con    0  1.0D+00  1.5D-05  7.506D-10  3.600D-10
 8975 ****     0     0  con    0  1.0D+00  1.6D-05  9.702D-10  3.600D-10
 8976 ****     0     0  con    0  1.0D+00  4.9D-05  1.069D-09  3.600D-10
 8977 ****     0     0  con    0  1.0D+00  5.0D-05  4.209D-10  3.600D-10
 8978 ****     0     0  con    0  1.0D+00  1.8D-05  2.038D-09  3.600D-10
 8979 ****     0     0  con    1  1.9D-01  1.5D-06  1.300D-09  3.600D-10
 8980 ****     0     0  con    0  1.0D+00  4.5D-06  3.920D-10  3.600D-10
 8981 ****     0     0  con    0  1.0D+00  1.6D-06  4.706D-10  3.600D-10
 8982 ****     0     0  con   15  6.9D-09  2.6D-14  4.706D-10  3.600D-10
 8983 ****     1     0  ---    3  8.5D+01  1.3D-07  3.128D-10  3.600D-10
 8984 ****     0     0  con    0  1.0D+00  3.1D-07  3.451D-10  3.600D-10
 8985 ****     0     0  con    7  3.0D-02  8.5D-09  3.470D-10  3.600D-10
 8986 ****     0     0  con    7  2.7D-02  4.2D-08  3.458D-10  3.600D-10
 8987 ****     0     0  con    1  2.0D-01  5.8D-07  3.188D-10  3.600D-10
 8988 ****     0     0  con    1  1.9D-01  8.1D-07  2.801D-10  3.600D-10
 8989 ****     0     0  con    1  1.7D-01  1.2D-06  3.499D-10  3.600D-10
 8990 ****     0     0  con   10  4.3D-02  2.8D-07  3.455D-10  3.600D-10
 8991 ****     0     0  con    1  2.3D-01  2.0D-06  3.832D-10  3.600D-10
 8992 ****     0     0  con    1  2.4D-01  2.6D-06  3.777D-10  3.600D-10
 8993 ****     0     0  con    1  2.8D-01  3.6D-06  4.549D-10  3.600D-10
 8994 ****     0     0  con    1  3.1D-01  4.9D-06  3.828D-10  3.600D-10
 8995 ****     0     0  con    0  1.0D+00  1.6D-05  5.479D-10  3.600D-10
 8996 ****     0     0  con    1  2.0D-01  1.4D-06  1.387D-09  3.600D-10
 8997 ****     0     0  con    0  1.0D+00  4.2D-06  1.164D-09  3.600D-10
 8998 ****     0     0  con    0  1.0D+00  1.6D-05  6.954D-10  3.599D-10
 8999 ****     0     0  con    0  1.0D+00  1.5D-05  1.275D-09  3.599D-10
 9000 ****     0     0  con    0  1.0D+00  2.3D-06  6.503D-10  3.599D-10
 9001 ****     0     0  con    0  1.0D+00  2.0D-06  4.247D-10  3.599D-10
 9002 ****     0     0  con    0  1.0D+00  9.9D-06  5.496D-10  3.599D-10
 9003 ****     0     0  con    0  1.0D+00  2.0D-05  6.361D-10  3.599D-10
 9004 ****     0     0  con    0  1.0D+00  4.3D-05  7.366D-10  3.599D-10
 9005 ****     0     0  con    0  1.0D+00  4.8D-05  3.116D-09  3.599D-10
 9006 ****     0     0  con    0  1.0D+00  3.6D-06  1.547D-09  3.599D-10
 9007 ****     0     0  con    0  1.0D+00  7.4D-06  5.052D-10  3.599D-10
 9008 ****     0     0  con    0  1.0D+00  1.0D-05  8.630D-10  3.599D-10
 9009 ****     0     0  con    0  1.0D+00  4.8D-05  1.774D-09  3.599D-10
 9010 ****     0     0  con    0  1.0D+00  2.9D-05  1.105D-09  3.599D-10
 9011 ****     0     0  con    0  1.0D+00  4.2D-06  5.846D-10  3.599D-10
 9012 ****     0     0  con    0  1.0D+00  1.3D-05  3.888D-10  3.599D-10
 9013 ****     0     0  con    0  1.0D+00  9.7D-06  6.341D-10  3.599D-10
 9014 ****     0     0  con    0  1.0D+00  3.6D-05  1.034D-09  3.599D-10
 9015 ****     0     0  con    0  1.0D+00  7.6D-05  1.354D-09  3.598D-10
 9016 ****     0     0  con    0  1.0D+00  1.2D-04  2.500D-09  3.598D-10
 9017 ****     0     0  con    0  1.0D+00  8.5D-05  1.613D-09  3.598D-10
 9018 ****     0     0  con    0  1.0D+00  5.3D-05  2.268D-09  3.598D-10
 9019 ****     0     0  con    0  1.0D+00  7.6D-05  2.343D-09  3.598D-10
 9020 ****     0     0  con    0  1.0D+00  1.8D-04  2.793D-09  3.598D-10
 9021 ****     0     0  con    1  1.2D-01  3.2D-05  2.633D-09  3.598D-10
 9022 ****     0     0  con    0  1.0D+00  1.2D-04  1.158D-09  3.597D-10
 9023 ****     0     0  con    0  1.0D+00  2.7D-05  7.943D-10  3.597D-10
 9024 ****     0     0  con    0  1.0D+00  3.0D-05  1.600D-09  3.597D-10
 9025 ****     0     0  con    0  1.0D+00  4.2D-05  1.637D-09  3.597D-10
 9026 ****     0     0  con    0  1.0D+00  1.3D-04  1.114D-09  3.597D-10
 9027 ****     0     0  con    0  1.0D+00  1.8D-04  1.750D-09  3.597D-10
 9028 ****     0     0  con    0  1.0D+00  2.0D-05  1.456D-09  3.597D-10
 9029 ****     0     0  con    0  1.0D+00  1.0D-05  1.436D-09  3.597D-10
 9030 ****     0     0  con    0  1.0D+00  6.0D-05  1.305D-09  3.597D-10
 9031 ****     0     0  con    0  1.0D+00  1.4D-04  1.251D-09  3.596D-10
 9032 ****     0     0  con    0  1.0D+00  3.3D-04  1.630D-09  3.596D-10
 9033 ****     0     0  con    1  2.5D-01  7.6D-05  3.693D-09  3.596D-10
 9034 ****     0     0  con    0  1.0D+00  9.2D-05  2.656D-09  3.596D-10
 9035 ****     0     0  con    0  1.0D+00  8.8D-05  8.179D-10  3.596D-10
 9036 ****     0     0  con    0  1.0D+00  2.7D-05  1.325D-09  3.596D-10
 9037 ****     0     0  con    0  1.0D+00  1.1D-04  1.830D-09  3.595D-10
 9038 ****     0     0  con    0  1.0D+00  1.9D-04  1.576D-09  3.595D-10
 9039 ****     0     0  con    1  1.7D-01  7.4D-05  3.779D-09  3.595D-10
 9040 ****     0     0  con    0  1.0D+00  6.0D-04  1.352D-09  3.594D-10
 9041 ****     0     0  con    0  1.0D+00  6.1D-04  7.754D-10  3.593D-10
 9042 ****     0     0  con    0  1.0D+00  3.3D-04  6.235D-10  3.593D-10
 9043 ****     0     0  con    1  2.2D-01  3.2D-05  5.703D-10  3.593D-10
 9044 ****     0     0  con    0  1.0D+00  2.5D-05  1.103D-09  3.593D-10
 9045 ****     0     0  con    1  2.9D-01  1.4D-05  5.265D-10  3.593D-10
 9046 ****     0     0  con    0  1.0D+00  5.2D-05  7.833D-10  3.593D-10
 9047 ****     0     0  con    0  1.0D+00  1.1D-04  7.267D-10  3.593D-10
 9048 ****     0     0  con    1  2.6D-01  2.1D-05  1.726D-09  3.593D-10
 9049 ****     0     0  con    1  2.5D-01  1.1D-05  1.430D-09  3.593D-10
 9050 ****     0     0  con    1  2.3D-01  1.2D-05  1.092D-09  3.593D-10
 9051 ****     0     0  con    1  2.1D-01  8.5D-06  8.108D-10  3.593D-10
 9052 ****     0     0  con    1  1.8D-01  4.0D-06  6.084D-10  3.593D-10
 9053 ****     0     0  con    1  1.7D-01  3.4D-06  4.563D-10  3.593D-10
 9054 ****     0     0  con    3  1.3D-01  2.4D-06  3.550D-10  3.593D-10
 9055 ****     0     0  con    6  3.4D-02  8.6D-07  3.349D-10  3.593D-10
 9056 ****     0     0  con    3  1.2D-01  3.4D-06  3.464D-10  3.593D-10
 9057 ****     0     0  con    1  1.6D-01  1.2D-05  2.721D-10  3.593D-10
 9058 ****     1     0  ---    3  8.5D+01  7.2D-08  1.725D-10  3.593D-10
 9059 ****     0     0  con    0  1.0D+00  2.5D-07  2.709D-10  3.593D-10
 9060 ****     0     0  con    0  1.0D+00  3.3D-07  3.769D-10  3.593D-10
 9061 ****     0     0  con    0  1.0D+00  1.5D-06  5.944D-10  3.593D-10
 9062 ****     0     0  con    0  1.0D+00  3.1D-06  7.757D-10  3.593D-10
 9063 ****     0     0  con    0  1.0D+00  7.8D-06  9.631D-10  3.593D-10
 9064 ****     0     0  con    0  1.0D+00  1.6D-05  1.211D-09  3.593D-10
 9065 ****     0     0  con    0  1.0D+00  2.9D-05  3.773D-09  3.593D-10
 9066 ****     0     0  con    0  1.0D+00  1.2D-05  1.018D-09  3.593D-10
 9067 ****     0     0  con    0  1.0D+00  4.9D-06  4.176D-10  3.593D-10
 9068 ****     0     0  con    0  1.0D+00  5.1D-06  5.662D-10  3.593D-10
 9069 ****     0     0  con    0  1.0D+00  5.0D-06  6.230D-10  3.592D-10
 9070 ****     0     0  con    0  1.0D+00  1.4D-05  7.517D-10  3.592D-10
 9071 ****     0     0  con    0  1.0D+00  2.1D-05  9.404D-10  3.592D-10
 9072 ****     0     0  con    0  1.0D+00  4.6D-05  3.894D-09  3.592D-10
 9073 ****     0     0  con    0  1.0D+00  3.4D-05  2.387D-09  3.592D-10
 9074 ****     0     0  con    0  1.0D+00  5.8D-05  1.080D-09  3.592D-10
 9075 ****     0     0  con    0  1.0D+00  7.4D-05  7.840D-10  3.592D-10
 9076 ****     0     0  con    0  1.0D+00  1.5D-04  9.731D-10  3.592D-10
 9077 ****     0     0  con    0  1.0D+00  1.2D-04  6.517D-09  3.592D-10
 9078 ****     0     0  con    0  1.0D+00  3.2D-05  2.058D-09  3.592D-10
 9079 ****     0     0  con    0  1.0D+00  5.8D-06  6.018D-10  3.592D-10
 9080 ****     0     0  con    0  1.0D+00  7.3D-06  6.976D-10  3.592D-10
 9081 ****     0     0  con    0  1.0D+00  2.5D-05  1.387D-09  3.591D-10
 9082 ****     0     0  con    0  1.0D+00  3.3D-05  1.379D-09  3.591D-10
 9083 ****     0     0  con    1  2.9D-01  1.4D-05  1.100D-09  3.591D-10
 9084 ****     0     0  con    0  1.0D+00  1.2D-05  6.108D-10  3.591D-10
 9085 ****     0     0  con    0  1.0D+00  4.5D-06  3.162D-10  3.591D-10
 9086 ****     0     0  con    0  1.0D+00  5.0D-06  5.215D-10  3.591D-10
 9087 ****     0     0  con    0  1.0D+00  1.1D-05  7.556D-10  3.591D-10
 9088 ****     0     0  con    0  1.0D+00  2.6D-05  1.124D-09  3.591D-10
 9089 ****     0     0  con    1  1.6D-01  8.8D-06  7.847D-10  3.591D-10
 9090 ****     0     0  con    0  1.0D+00  4.1D-05  8.353D-10  3.591D-10
 9091 ****     0     0  con    0  1.0D+00  3.1D-05  6.078D-10  3.591D-10
 9092 ****     0     0  con    1  3.8D-01  1.8D-05  2.287D-09  3.591D-10
 9093 ****     0     0  con    0  1.0D+00  1.9D-05  1.882D-09  3.591D-10
 9094 ****     0     0  con    0  1.0D+00  7.9D-05  3.820D-09  3.591D-10
 9095 ****     0     0  con    0  1.0D+00  1.7D-04  1.358D-09  3.591D-10
 9096 ****     0     0  con    0  1.0D+00  1.2D-04  1.476D-09  3.591D-10
 9097 ****     0     0  con    0  1.0D+00  3.1D-04  8.150D-10  3.591D-10
 9098 ****     0     0  con    1  2.5D-01  4.5D-05  1.793D-09  3.591D-10
 9099 ****     0     0  con   14  8.4D-10  5.5D-14  1.793D-09  3.591D-10
 9100 ****     1     0  ---    2  2.1D+01  5.6D-08  1.650D-09  3.591D-10
 9101 ****     0     0  con    0  1.0D+00  5.9D-07  3.802D-10  3.591D-10
 9102 ****     0     0  con    0  1.0D+00  2.9D-07  4.212D-10  3.591D-10
 9103 ****     0     0  con    1  2.0D-01  4.5D-07  4.709D-10  3.591D-10
 9104 ****     0     0  con    1  2.0D-01  7.5D-07  4.776D-10  3.591D-10
 9105 ****     0     0  con    4  3.7D-02  2.3D-07  4.754D-10  3.591D-10
 9106 ****     0     0  con    3  1.3D-01  6.4D-07  4.558D-10  3.591D-10
 9107 ****     0     0  con    1  1.9D-01  1.2D-06  4.637D-10  3.591D-10
 9108 ****     0     0  con    1  1.8D-01  1.6D-06  4.195D-10  3.591D-10
 9109 ****     0     0  con    3  1.3D-01  1.5D-06  4.095D-10  3.591D-10
 9110 ****     0     0  con    3  1.3D-01  1.8D-06  4.133D-10  3.591D-10
 9111 ****     0     0  con    1  2.0D-01  3.4D-06  4.054D-10  3.591D-10
 9112 ****     0     0  con    4  4.0D-02  9.8D-07  3.605D-10  3.591D-10
 9113 ****     0     0  con    7  2.4D-02  4.6D-07  3.714D-10  3.591D-10
 9114 ****     0     0  con    1  5.7D-02  2.2D-06  7.341D-10  3.591D-10
 9115 ****     0     0  con    9  6.5D-02  1.2D-06  6.822D-10  3.591D-10
 9116 ****     0     0  con    1  1.9D-01  4.4D-06  4.963D-10  3.591D-10
 9117 ****     0     0  con    4  4.2D-02  1.5D-06  4.938D-10  3.591D-10
 9118 ****     0     0  con    1  1.8D-01  4.4D-06  4.476D-10  3.591D-10
 9119 ****     0     0  con    1  2.7D-01  6.4D-06  3.674D-10  3.591D-10
 9120 ****     0     0  con    1  2.9D-01  7.9D-06  2.852D-10  3.591D-10
 9121 ****     0     0  con    0  1.0D+00  2.9D-05  4.326D-10  3.591D-10
 9122 ****     0     0  con    0  1.0D+00  1.0D-05  7.910D-10  3.591D-10
 9123 ****     0     0  con    0  1.0D+00  8.8D-06  6.803D-10  3.591D-10
 9124 ****     0     0  con    0  1.0D+00  4.5D-05  8.739D-10  3.590D-10
 9125 ****     0     0  con    1  4.2D-01  2.3D-05  1.748D-09  3.590D-10
 9126 ****     0     0  con    0  1.0D+00  2.5D-05  8.708D-10  3.590D-10
 9127 ****     0     0  con    0  1.0D+00  3.6D-05  1.481D-09  3.590D-10
 9128 ****     0     0  con    0  1.0D+00  2.9D-05  1.681D-09  3.590D-10
 9129 ****     0     0  con    0  1.0D+00  5.2D-05  1.655D-09  3.590D-10
 9130 ****     0     0  con    1  2.5D-01  7.7D-06  1.025D-09  3.590D-10
 9131 ****     0     0  con    1  2.3D-01  3.5D-06  7.528D-10  3.590D-10
 9132 ****     0     0  con    1  2.6D-01  4.1D-06  4.279D-10  3.590D-10
 9133 ****     0     0  con    1  2.8D-01  5.2D-06  2.504D-10  3.590D-10
 9134 ****     0     0  con    0  1.0D+00  2.1D-05  7.642D-10  3.590D-10
 9135 ****     0     0  con    0  1.0D+00  7.1D-06  6.905D-10  3.590D-10
 9136 ****     0     0  con    0  1.0D+00  2.0D-05  3.852D-10  3.590D-10
 9137 ****     0     0  con    0  1.0D+00  5.2D-06  6.337D-10  3.590D-10
 9138 ****     0     0  con    0  1.0D+00  2.5D-06  7.824D-10  3.590D-10
 9139 ****     0     0  con    0  1.0D+00  1.1D-06  6.850D-10  3.590D-10
 9140 ****     0     0  con    0  1.0D+00  9.9D-06  8.580D-10  3.590D-10
 9141 ****     0     0  con    0  1.0D+00  2.0D-05  7.855D-10  3.590D-10
 9142 ****     0     0  con    1  1.9D-01  7.3D-06  5.030D-10  3.590D-10
 9143 ****     0     0  con   14  5.2D-08  1.9D-12  5.030D-10  3.590D-10
 9144 ****     0     0  con    8  5.3D-02  2.2D-06  4.534D-10  3.590D-10
 9145 ****     0     0  con    3  1.2D-01  5.6D-06  3.325D-10  3.590D-10
 9146 ****     0     0  con    8  5.2D-02  2.4D-06  2.851D-10  3.590D-10
 9147 ****     0     0  con    3  1.2D-01  6.2D-06  1.795D-10  3.590D-10
 9148 ****     0     0  con   16  4.4D-09  2.2D-13  1.795D-10  3.590D-10
 9149 ****     0     0  con    1  9.2D-02  3.9D-06  5.705D-10  3.590D-10
 9150 ****     0     0  con   11  7.8D-03  3.9D-07  5.699D-10  3.590D-10
 9151 ****     0     0  con   10  3.2D-02  1.7D-06  6.275D-10  3.590D-10
 9152 ****     0     0  con    3  1.2D-01  6.9D-06  6.296D-10  3.590D-10
